Titlu,Living,Bucătărie,Dormitor matrimonial,Baie,Hol,Dormitor,Suprafață utilă,Balcon,Suprafață utilă totală,Suprafață construită,Bloc,Scara,Apt.,Etaj,Disponibilitate
Apartament 2 camere Chelsea tip 5,"16,92 mp","9,20 mp",N/A,"4,90 mp",N/A,"19,86 mp","61,93 mp","4,52 mp","73,51 mp","78,03 mp",11,,43,Etaj 2,Disponibil
Apartament 2 camere Chelsea tip 5,"16,92 mp","9,20 mp",N/A,"4,90 mp",N/A,"19,86 mp","61,93 mp","4,52 mp","73,51 mp","78,03 mp",11,,58,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 5,"16,92 mp","9,20 mp",N/A,"4,90 mp",N/A,"19,86 mp","61,93 mp","4,52 mp","73,51 mp","78,03 mp",12,,28,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 5,"16,92 mp","9,20 mp",N/A,"4,90 mp",N/A,"19,86 mp","61,93 mp","4,52 mp","73,51 mp","78,03 mp",12,,43,Etaj 2,Disponibil
Apartament 2 camere Chelsea tip 5,"16,92 mp","9,20 mp",N/A,"4,90 mp",N/A,"19,86 mp","61,93 mp","4,52 mp","73,51 mp","78,03 mp",12,,58,Etaj 3,Disponibil
Apartament 3 camere London tip 1 parter,"27,08 mp","7,17 mp","16,98 mp","4,50 mp","8,36 mp","12,06 mp",N/A,N/A,"85,09 mp","102,66 mp",7,,3,Parter,Disponibil
Apartament 3 camere London tip 1 parter,"27,08 mp","7,17 mp","16,98 mp","4,50 mp","8,36 mp","12,06 mp",N/A,N/A,"85,09 mp","102,66 mp",7,,11,Parter,Disponibil
Apartament 3 camere London tip 1 parter,"27,08 mp","7,17 mp","16,98 mp","4,50 mp","8,36 mp","12,06 mp",N/A,N/A,"85,09 mp","102,66 mp",8,,3,Parter,Disponibil
Apartament 3 camere London tip 1 parter,"27,08 mp","7,17 mp","16,98 mp","4,50 mp","8,36 mp","12,06 mp",N/A,N/A,"85,09 mp","102,66 mp",8,,11,Parter,Disponibil
Apartament 3 camere London tip 1 parter,"27,08 mp","7,17 mp","16,98 mp","4,50 mp","8,36 mp","12,06 mp",N/A,N/A,"85,09 mp","102,66 mp",9,,3,Parter,Disponibil
Apartament 3 camere London tip 1 parter,"27,08 mp","7,17 mp","16,98 mp","4,50 mp","8,36 mp","12,06 mp",N/A,N/A,"85,09 mp","102,66 mp",9,,11,Parter,Disponibil
Apartament 3 camere London tip 1 parter,"27,08 mp","7,17 mp","16,98 mp","4,50 mp","8,36 mp","12,06 mp",N/A,N/A,"85,09 mp","102,66 mp",10,,3,Parter,Disponibil
Apartament 3 camere London tip 1 parter,"27,08 mp","7,17 mp","16,98 mp","4,50 mp","8,36 mp","12,06 mp",N/A,N/A,"85,09 mp","102,66 mp",10,,11,Parter,Disponibil
Apartament 3 camere London tip 1 parter,"27,08 mp","7,17 mp","16,98 mp","4,50 mp","8,36 mp","12,06 mp",N/A,N/A,"85,09 mp","102,66 mp",11,,3,Parter,Disponibil
Apartament 3 camere London tip 1 parter,"27,08 mp","7,17 mp","16,98 mp","4,50 mp","8,36 mp","12,06 mp",N/A,N/A,"85,09 mp","102,66 mp",11,,11,Parter,Disponibil
Apartament 3 camere London tip 1 parter,"27,08 mp","7,17 mp","16,98 mp","4,50 mp","8,36 mp","12,06 mp",N/A,N/A,"85,09 mp","102,66 mp",12,,3,Parter,Disponibil
Apartament 3 camere London tip 1 parter,"27,08 mp","7,17 mp","16,98 mp","4,50 mp","8,36 mp","12,06 mp",N/A,N/A,"85,09 mp","102,66 mp",12,,11,Parter,Disponibil
Apartament 3 camere London tip 2 parter,"22,82 mp","9,29 mp","15,17 mp","4,90 mp","4,04 mp","14,04 mp",N/A,N/A,"73,92 mp","87,76 mp",7,,4,Parter,Disponibil
Apartament 3 camere London tip 2 parter,"22,82 mp","9,29 mp","15,17 mp","4,90 mp","4,04 mp","14,04 mp",N/A,N/A,"73,92 mp","87,76 mp",7,,10,Parter,Disponibil
Apartament 3 camere London tip 2 parter,"22,82 mp","9,29 mp","15,17 mp","4,90 mp","4,04 mp","14,04 mp",N/A,N/A,"73,92 mp","87,76 mp",8,,4,Parter,Disponibil
Apartament 3 camere London tip 2 parter,"22,82 mp","9,29 mp","15,17 mp","4,90 mp","4,04 mp","14,04 mp",N/A,N/A,"73,92 mp","87,76 mp",8,,10,Parter,Disponibil
Apartament 3 camere London tip 2 parter,"22,82 mp","9,29 mp","15,17 mp","4,90 mp","4,04 mp","14,04 mp",N/A,N/A,"73,92 mp","87,76 mp",9,,4,Parter,Disponibil
Apartament 3 camere London tip 2 parter,"22,82 mp","9,29 mp","15,17 mp","4,90 mp","4,04 mp","14,04 mp",N/A,N/A,"73,92 mp","87,76 mp",9,,10,Parter,Disponibil
Apartament 3 camere London tip 2 parter,"22,82 mp","9,29 mp","15,17 mp","4,90 mp","4,04 mp","14,04 mp",N/A,N/A,"73,92 mp","87,76 mp",10,,4,Parter,Disponibil
Apartament 3 camere London tip 2 parter,"22,82 mp","9,29 mp","15,17 mp","4,90 mp","4,04 mp","14,04 mp",N/A,N/A,"73,92 mp","87,76 mp",10,,10,Parter,Disponibil
Apartament 3 camere London tip 2 parter,"22,82 mp","9,29 mp","15,17 mp","4,90 mp","4,04 mp","14,04 mp",N/A,N/A,"73,92 mp","87,76 mp",11,,4,Parter,Disponibil
Apartament 3 camere London tip 2 parter,"22,82 mp","9,29 mp","15,17 mp","4,90 mp","4,04 mp","14,04 mp",N/A,N/A,"73,92 mp","87,76 mp",11,,10,Parter,Disponibil
Apartament 3 camere London tip 2 parter,"22,82 mp","9,29 mp","15,17 mp","4,90 mp","4,04 mp","14,04 mp",N/A,N/A,"73,92 mp","87,76 mp",12,,4,Parter,Disponibil
Apartament 3 camere London tip 2 parter,"22,82 mp","9,29 mp","15,17 mp","4,90 mp","4,04 mp","14,04 mp",N/A,N/A,"73,92 mp","87,76 mp",12,,10,Parter,Disponibil
Apartament 3 camere London tip 3,"22,77 mp","13,12 mp","15,17 mp","4,90 mp","4,04 mp","14,04 mp","77,70 mp","11,05 mp","88,75 mp","92,56 mp",7,,18,Etaj 1,Rezervat
Apartament 3 camere London tip 3,"22,77 mp","13,12 mp","15,17 mp","4,90 mp","4,04 mp","14,04 mp","77,70 mp","11,05 mp","88,75 mp","92,56 mp",7,,33,Etaj 2,Rezervat
Apartament 3 camere London tip 3,"22,77 mp","13,12 mp","15,17 mp","4,90 mp","4,04 mp","14,04 mp","77,70 mp","11,05 mp","88,75 mp","92,56 mp",7,,48,Etaj 3,Disponibil
Apartament 3 camere London tip 3,"22,77 mp","13,12 mp","15,17 mp","4,90 mp","4,04 mp","14,04 mp","77,70 mp","11,05 mp","88,75 mp","92,56 mp",8,,18,Etaj 1,Disponibil
Apartament 3 camere London tip 3,"22,77 mp","13,12 mp","15,17 mp","4,90 mp","4,04 mp","14,04 mp","77,70 mp","11,05 mp","88,75 mp","92,56 mp",8,,33,Etaj 2,Disponibil
Apartament 3 camere London tip 3,"22,77 mp","13,12 mp","15,17 mp","4,90 mp","4,04 mp","14,04 mp","77,70 mp","11,05 mp","88,75 mp","92,56 mp",8,,48,Etaj 3,Disponibil
Apartament 3 camere London tip 3,"22,77 mp","13,12 mp","15,17 mp","4,90 mp","4,04 mp","14,04 mp","77,70 mp","11,05 mp","88,75 mp","92,56 mp",9,,18,Etaj 1,Disponibil
Apartament 3 camere London tip 3,"22,77 mp","13,12 mp","15,17 mp","4,90 mp","4,04 mp","14,04 mp","77,70 mp","11,05 mp","88,75 mp","92,56 mp",9,,33,Etaj 2,Disponibil
Apartament 3 camere London tip 3,"22,77 mp","13,12 mp","15,17 mp","4,90 mp","4,04 mp","14,04 mp","77,70 mp","11,05 mp","88,75 mp","92,56 mp",9,,48,Etaj 3,Disponibil
Apartament 3 camere London tip 3,"22,77 mp","13,12 mp","15,17 mp","4,90 mp","4,04 mp","14,04 mp","77,70 mp","11,05 mp","88,75 mp","92,56 mp",10,,18,Etaj 1,Disponibil
Apartament 3 camere London tip 3,"22,77 mp","13,12 mp","15,17 mp","4,90 mp","4,04 mp","14,04 mp","77,70 mp","11,05 mp","88,75 mp","92,56 mp",10,,33,Etaj 2,Disponibil
Apartament 3 camere London tip 3,"22,77 mp","13,12 mp","15,17 mp","4,90 mp","4,04 mp","14,04 mp","77,70 mp","11,05 mp","88,75 mp","92,56 mp",10,,48,Etaj 3,Disponibil
Apartament 3 camere London tip 3,"22,77 mp","13,12 mp","15,17 mp","4,90 mp","4,04 mp","14,04 mp","77,70 mp","11,05 mp","88,75 mp","92,56 mp",11,,18,Etaj 1,Disponibil
Apartament 3 camere London tip 3,"22,77 mp","13,12 mp","15,17 mp","4,90 mp","4,04 mp","14,04 mp","77,70 mp","11,05 mp","88,75 mp","92,56 mp",11,,33,Etaj 2,Disponibil
Apartament 3 camere London tip 3,"22,77 mp","13,12 mp","15,17 mp","4,90 mp","4,04 mp","14,04 mp","77,70 mp","11,05 mp","88,75 mp","92,56 mp",11,,48,Etaj 3,Disponibil
Apartament 3 camere London tip 3,"22,77 mp","13,12 mp","15,17 mp","4,90 mp","4,04 mp","14,04 mp","77,70 mp","11,05 mp","88,75 mp","92,56 mp",12,,18,Etaj 1,Disponibil
Apartament 3 camere London tip 3,"22,77 mp","13,12 mp","15,17 mp","4,90 mp","4,04 mp","14,04 mp","77,70 mp","11,05 mp","88,75 mp","92,56 mp",12,,33,Etaj 2,Disponibil
Apartament 3 camere London tip 3,"22,77 mp","13,12 mp","15,17 mp","4,90 mp","4,04 mp","14,04 mp","77,70 mp","11,05 mp","88,75 mp","92,56 mp",12,,48,Etaj 3,Disponibil
Apartament 3 camere London tip 4,"22,38 mp","9,34 mp","15,33 mp","4,90 mp","4,19 mp","14,04 mp","74,01 mp","7,20 mp","81,21 mp","87,82 mp",7,,24,Etaj 1,Disponibil
Apartament 3 camere London tip 4,"22,38 mp","9,34 mp","15,33 mp","4,90 mp","4,19 mp","14,04 mp","74,01 mp","7,20 mp","81,21 mp","87,82 mp",7,,39,Etaj 2,Disponibil
Apartament 3 camere London tip 4,"22,38 mp","9,34 mp","15,33 mp","4,90 mp","4,19 mp","14,04 mp","74,01 mp","7,20 mp","81,21 mp","87,82 mp",7,,54,Etaj 3,Disponibil
Apartament 3 camere London tip 4,"22,38 mp","9,34 mp","15,33 mp","4,90 mp","4,19 mp","14,04 mp","74,01 mp","7,20 mp","81,21 mp","87,82 mp",8,,24,Etaj 1,Disponibil
Apartament 3 camere London tip 4,"22,38 mp","9,34 mp","15,33 mp","4,90 mp","4,19 mp","14,04 mp","74,01 mp","7,20 mp","81,21 mp","87,82 mp",8,,39,Etaj 2,Disponibil
Apartament 3 camere London tip 4,"22,38 mp","9,34 mp","15,33 mp","4,90 mp","4,19 mp","14,04 mp","74,01 mp","7,20 mp","81,21 mp","87,82 mp",8,,54,Etaj 3,Disponibil
Apartament 3 camere London tip 4,"22,38 mp","9,34 mp","15,33 mp","4,90 mp","4,19 mp","14,04 mp","74,01 mp","7,20 mp","81,21 mp","87,82 mp",9,,24,Etaj 1,Disponibil
Apartament 3 camere London tip 4,"22,38 mp","9,34 mp","15,33 mp","4,90 mp","4,19 mp","14,04 mp","74,01 mp","7,20 mp","81,21 mp","87,82 mp",9,,39,Etaj 2,Disponibil
Apartament 3 camere London tip 4,"22,38 mp","9,34 mp","15,33 mp","4,90 mp","4,19 mp","14,04 mp","74,01 mp","7,20 mp","81,21 mp","87,82 mp",9,,54,Etaj 3,Disponibil
Apartament 3 camere London tip 4,"22,38 mp","9,34 mp","15,33 mp","4,90 mp","4,19 mp","14,04 mp","74,01 mp","7,20 mp","81,21 mp","87,82 mp",10,,24,Etaj 1,Disponibil
Apartament 3 camere London tip 4,"22,38 mp","9,34 mp","15,33 mp","4,90 mp","4,19 mp","14,04 mp","74,01 mp","7,20 mp","81,21 mp","87,82 mp",10,,39,Etaj 2,Disponibil
Apartament 3 camere London tip 4,"22,38 mp","9,34 mp","15,33 mp","4,90 mp","4,19 mp","14,04 mp","74,01 mp","7,20 mp","81,21 mp","87,82 mp",10,,54,Etaj 3,Disponibil
Apartament 3 camere London tip 4,"22,38 mp","9,34 mp","15,33 mp","4,90 mp","4,19 mp","14,04 mp","74,01 mp","7,20 mp","81,21 mp","87,82 mp",11,,24,Etaj 1,Disponibil
Apartament 3 camere London tip 4,"22,38 mp","9,34 mp","15,33 mp","4,90 mp","4,19 mp","14,04 mp","74,01 mp","7,20 mp","81,21 mp","87,82 mp",11,,39,Etaj 2,Disponibil
Apartament 3 camere London tip 4,"22,38 mp","9,34 mp","15,33 mp","4,90 mp","4,19 mp","14,04 mp","74,01 mp","7,20 mp","81,21 mp","87,82 mp",11,,54,Etaj 3,Disponibil
Apartament 3 camere London tip 4,"22,38 mp","9,34 mp","15,33 mp","4,90 mp","4,19 mp","14,04 mp","74,01 mp","7,20 mp","81,21 mp","87,82 mp",12,,24,Etaj 1,Disponibil
Apartament 3 camere London tip 4,"22,38 mp","9,34 mp","15,33 mp","4,90 mp","4,19 mp","14,04 mp","74,01 mp","7,20 mp","81,21 mp","87,82 mp",12,,39,Etaj 2,Disponibil
Apartament 3 camere London tip 4,"22,38 mp","9,34 mp","15,33 mp","4,90 mp","4,19 mp","14,04 mp","74,01 mp","7,20 mp","81,21 mp","87,82 mp",12,,54,Etaj 3,Disponibil
Apartament 1 cameră Oxford tip 1,N/A,N/A,N/A,"4,50 mp","4,85 mp",N/A,N/A,N/A,"39,67 mp","47,06 mp",7,,16,Etaj 1,Rezervat
Apartament 1 cameră Oxford tip 1,N/A,N/A,N/A,"4,50 mp","4,85 mp",N/A,N/A,N/A,"39,67 mp","47,06 mp",7,,26,Etaj 1,Disponibil
Apartament 1 cameră Oxford tip 1,N/A,N/A,N/A,"4,50 mp","4,85 mp",N/A,N/A,N/A,"39,67 mp","47,06 mp",7,,31,Etaj 2,Rezervat
Apartament 1 cameră Oxford tip 1,N/A,N/A,N/A,"4,50 mp","4,85 mp",N/A,N/A,N/A,"39,67 mp","47,06 mp",7,,41,Etaj 2,Disponibil
Apartament 1 cameră Oxford tip 1,N/A,N/A,N/A,"4,50 mp","4,85 mp",N/A,N/A,N/A,"39,67 mp","47,06 mp",7,,46,Etaj 3,Disponibil
Apartament 1 cameră Oxford tip 1,N/A,N/A,N/A,"4,50 mp","4,85 mp",N/A,N/A,N/A,"39,67 mp","47,06 mp",7,,56,Etaj 3,Disponibil
Apartament 1 cameră Oxford tip 1,N/A,N/A,N/A,"4,50 mp","4,85 mp",N/A,N/A,N/A,"39,67 mp","47,06 mp",8,,16,Etaj 1,Disponibil
Apartament 1 cameră Oxford tip 1,N/A,N/A,N/A,"4,50 mp","4,85 mp",N/A,N/A,N/A,"39,67 mp","47,06 mp",8,,26,Etaj 1,Disponibil
Apartament 1 cameră Oxford tip 1,N/A,N/A,N/A,"4,50 mp","4,85 mp",N/A,N/A,N/A,"39,67 mp","47,06 mp",8,,31,Etaj 2,Disponibil
Apartament 1 cameră Oxford tip 1,N/A,N/A,N/A,"4,50 mp","4,85 mp",N/A,N/A,N/A,"39,67 mp","47,06 mp",8,,41,Etaj 2,Disponibil
Apartament 1 cameră Oxford tip 1,N/A,N/A,N/A,"4,50 mp","4,85 mp",N/A,N/A,N/A,"39,67 mp","47,06 mp",8,,46,Etaj 3,Disponibil
Apartament 1 cameră Oxford tip 1,N/A,N/A,N/A,"4,50 mp","4,85 mp",N/A,N/A,N/A,"39,67 mp","47,06 mp",8,,56,Etaj 3,Disponibil
Apartament 1 cameră Oxford tip 1,N/A,N/A,N/A,"4,50 mp","4,85 mp",N/A,N/A,N/A,"39,67 mp","47,06 mp",9,,16,Etaj 1,Disponibil
Apartament 1 cameră Oxford tip 1,N/A,N/A,N/A,"4,50 mp","4,85 mp",N/A,N/A,N/A,"39,67 mp","47,06 mp",9,,26,Etaj 1,Disponibil
Apartament 1 cameră Oxford tip 1,N/A,N/A,N/A,"4,50 mp","4,85 mp",N/A,N/A,N/A,"39,67 mp","47,06 mp",9,,31,Etaj 2,Disponibil
Apartament 1 cameră Oxford tip 1,N/A,N/A,N/A,"4,50 mp","4,85 mp",N/A,N/A,N/A,"39,67 mp","47,06 mp",9,,41,Etaj 2,Disponibil
Apartament 1 cameră Oxford tip 1,N/A,N/A,N/A,"4,50 mp","4,85 mp",N/A,N/A,N/A,"39,67 mp","47,06 mp",9,,46,Etaj 3,Disponibil
Apartament 1 cameră Oxford tip 1,N/A,N/A,N/A,"4,50 mp","4,85 mp",N/A,N/A,N/A,"39,67 mp","47,06 mp",9,,56,Etaj 3,Disponibil
Apartament 1 cameră Oxford tip 1,N/A,N/A,N/A,"4,50 mp","4,85 mp",N/A,N/A,N/A,"39,67 mp","47,06 mp",10,,16,Etaj 1,Disponibil
Apartament 1 cameră Oxford tip 1,N/A,N/A,N/A,"4,50 mp","4,85 mp",N/A,N/A,N/A,"39,67 mp","47,06 mp",10,,26,Etaj 1,Disponibil
Apartament 1 cameră Oxford tip 1,N/A,N/A,N/A,"4,50 mp","4,85 mp",N/A,N/A,N/A,"39,67 mp","47,06 mp",10,,31,Etaj 2,Disponibil
Apartament 1 cameră Oxford tip 1,N/A,N/A,N/A,"4,50 mp","4,85 mp",N/A,N/A,N/A,"39,67 mp","47,06 mp",10,,41,Etaj 2,Disponibil
Apartament 1 cameră Oxford tip 1,N/A,N/A,N/A,"4,50 mp","4,85 mp",N/A,N/A,N/A,"39,67 mp","47,06 mp",10,,46,Etaj 3,Disponibil
Apartament 1 cameră Oxford tip 1,N/A,N/A,N/A,"4,50 mp","4,85 mp",N/A,N/A,N/A,"39,67 mp","47,06 mp",10,,56,Etaj 3,Disponibil
Apartament 1 cameră Oxford tip 1,N/A,N/A,N/A,"4,50 mp","4,85 mp",N/A,N/A,N/A,"39,67 mp","47,06 mp",11,,16,Etaj 1,Disponibil
Apartament 1 cameră Oxford tip 1,N/A,N/A,N/A,"4,50 mp","4,85 mp",N/A,N/A,N/A,"39,67 mp","47,06 mp",11,,26,Etaj 1,Disponibil
Apartament 1 cameră Oxford tip 1,N/A,N/A,N/A,"4,50 mp","4,85 mp",N/A,N/A,N/A,"39,67 mp","47,06 mp",11,,31,Etaj 2,Disponibil
Apartament 1 cameră Oxford tip 1,N/A,N/A,N/A,"4,50 mp","4,85 mp",N/A,N/A,N/A,"39,67 mp","47,06 mp",11,,41,Etaj 2,Disponibil
Apartament 1 cameră Oxford tip 1,N/A,N/A,N/A,"4,50 mp","4,85 mp",N/A,N/A,N/A,"39,67 mp","47,06 mp",11,,46,Etaj 3,Disponibil
Apartament 1 cameră Oxford tip 1,N/A,N/A,N/A,"4,50 mp","4,85 mp",N/A,N/A,N/A,"39,67 mp","47,06 mp",11,,56,Etaj 3,Disponibil
Apartament 1 cameră Oxford tip 1,N/A,N/A,N/A,"4,50 mp","4,85 mp",N/A,N/A,N/A,"39,67 mp","47,06 mp",12,,16,Etaj 1,Disponibil
Apartament 1 cameră Oxford tip 1,N/A,N/A,N/A,"4,50 mp","4,85 mp",N/A,N/A,N/A,"39,67 mp","47,06 mp",12,,26,Etaj 1,Disponibil
Apartament 1 cameră Oxford tip 1,N/A,N/A,N/A,"4,50 mp","4,85 mp",N/A,N/A,N/A,"39,67 mp","47,06 mp",12,,31,Etaj 2,Disponibil
Apartament 1 cameră Oxford tip 1,N/A,N/A,N/A,"4,50 mp","4,85 mp",N/A,N/A,N/A,"39,67 mp","47,06 mp",12,,41,Etaj 2,Disponibil
Apartament 1 cameră Oxford tip 1,N/A,N/A,N/A,"4,50 mp","4,85 mp",N/A,N/A,N/A,"39,67 mp","47,06 mp",12,,46,Etaj 3,Disponibil
Apartament 1 cameră Oxford tip 1,N/A,N/A,N/A,"4,50 mp","4,85 mp",N/A,N/A,N/A,"39,67 mp","47,06 mp",12,,56,Etaj 3,Disponibil
Apartament 1 cameră Oxford tip 2,N/A,"9,15 mp",N/A,"4,90 mp","3,33 mp",N/A,"43,92 mp","5,58 mp","49,50 mp","53,34 mp",7,,21,Etaj 1,Disponibil
Apartament 1 cameră Oxford tip 2,N/A,"9,15 mp",N/A,"4,90 mp","3,33 mp",N/A,"43,92 mp","5,58 mp","49,50 mp","53,34 mp",7,,36,Etaj 2,Disponibil
Apartament 1 cameră Oxford tip 2,N/A,"9,15 mp",N/A,"4,90 mp","3,33 mp",N/A,"43,92 mp","5,58 mp","49,50 mp","53,34 mp",7,,51,Etaj 3,Disponibil
Apartament 1 cameră Oxford tip 2,N/A,"9,15 mp",N/A,"4,90 mp","3,33 mp",N/A,"43,92 mp","5,58 mp","49,50 mp","53,34 mp",8,,21,Etaj 1,Disponibil
Apartament 1 cameră Oxford tip 2,N/A,"9,15 mp",N/A,"4,90 mp","3,33 mp",N/A,"43,92 mp","5,58 mp","49,50 mp","53,34 mp",8,,36,Etaj 2,Disponibil
Apartament 1 cameră Oxford tip 2,N/A,"9,15 mp",N/A,"4,90 mp","3,33 mp",N/A,"43,92 mp","5,58 mp","49,50 mp","53,34 mp",8,,51,Etaj 3,Disponibil
Apartament 1 cameră Oxford tip 2,N/A,"9,15 mp",N/A,"4,90 mp","3,33 mp",N/A,"43,92 mp","5,58 mp","49,50 mp","53,34 mp",9,,21,Etaj 1,Disponibil
Apartament 1 cameră Oxford tip 2,N/A,"9,15 mp",N/A,"4,90 mp","3,33 mp",N/A,"43,92 mp","5,58 mp","49,50 mp","53,34 mp",9,,36,Etaj 2,Disponibil
Apartament 1 cameră Oxford tip 2,N/A,"9,15 mp",N/A,"4,90 mp","3,33 mp",N/A,"43,92 mp","5,58 mp","49,50 mp","53,34 mp",9,,51,Etaj 3,Disponibil
Apartament 1 cameră Oxford tip 2,N/A,"9,15 mp",N/A,"4,90 mp","3,33 mp",N/A,"43,92 mp","5,58 mp","49,50 mp","53,34 mp",10,,21,Etaj 1,Disponibil
Apartament 1 cameră Oxford tip 2,N/A,"9,15 mp",N/A,"4,90 mp","3,33 mp",N/A,"43,92 mp","5,58 mp","49,50 mp","53,34 mp",10,,36,Etaj 2,Disponibil
Apartament 1 cameră Oxford tip 2,N/A,"9,15 mp",N/A,"4,90 mp","3,33 mp",N/A,"43,92 mp","5,58 mp","49,50 mp","53,34 mp",10,,51,Etaj 3,Disponibil
Apartament 1 cameră Oxford tip 2,N/A,"9,15 mp",N/A,"4,90 mp","3,33 mp",N/A,"43,92 mp","5,58 mp","49,50 mp","53,34 mp",11,,21,Etaj 1,Disponibil
Apartament 1 cameră Oxford tip 2,N/A,"9,15 mp",N/A,"4,90 mp","3,33 mp",N/A,"43,92 mp","5,58 mp","49,50 mp","53,34 mp",11,,36,Etaj 2,Disponibil
Apartament 1 cameră Oxford tip 2,N/A,"9,15 mp",N/A,"4,90 mp","3,33 mp",N/A,"43,92 mp","5,58 mp","49,50 mp","53,34 mp",11,,51,Etaj 3,Disponibil
Apartament 1 cameră Oxford tip 2,N/A,"9,15 mp",N/A,"4,90 mp","3,33 mp",N/A,"43,92 mp","5,58 mp","49,50 mp","53,34 mp",12,,21,Etaj 1,Disponibil
Apartament 1 cameră Oxford tip 2,N/A,"9,15 mp",N/A,"4,90 mp","3,33 mp",N/A,"43,92 mp","5,58 mp","49,50 mp","53,34 mp",12,,36,Etaj 2,Disponibil
Apartament 1 cameră Oxford tip 2,N/A,"9,15 mp",N/A,"4,90 mp","3,33 mp",N/A,"43,92 mp","5,58 mp","49,50 mp","53,34 mp",12,,51,Etaj 3,Disponibil
Apartament 1 cameră Oxford tip 2 parter,N/A,"9,29 mp",N/A,"4,90 mp","3,33 mp",N/A,"43,95 mp",N/A,N/A,"53,34 mp",7,,7,Parter,Disponibil
Apartament 1 cameră Oxford tip 2 parter,N/A,"9,29 mp",N/A,"4,90 mp","3,33 mp",N/A,"43,95 mp",N/A,N/A,"53,34 mp",8,,7,Parter,Disponibil
Apartament 1 cameră Oxford tip 2 parter,N/A,"9,29 mp",N/A,"4,90 mp","3,33 mp",N/A,"43,95 mp",N/A,N/A,"53,34 mp",9,,7,Parter,Disponibil
Apartament 1 cameră Oxford tip 2 parter,N/A,"9,29 mp",N/A,"4,90 mp","3,33 mp",N/A,"43,95 mp",N/A,N/A,"53,34 mp",10,,7,Parter,Disponibil
Apartament 1 cameră Oxford tip 2 parter,N/A,"9,29 mp",N/A,"4,90 mp","3,33 mp",N/A,"43,95 mp",N/A,N/A,"53,34 mp",11,,7,Parter,Disponibil
Apartament 1 cameră Oxford tip 2 parter,N/A,"9,29 mp",N/A,"4,90 mp","3,33 mp",N/A,"43,95 mp",N/A,N/A,"53,34 mp",12,,7,Parter,Disponibil
Apartament 1 cameră Oxford tip 3,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"40,03 mp","3,37 mp","43,40 mp","48,25 mp",7,,22,Etaj 1,Rezervat
Apartament 1 cameră Oxford tip 3,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"40,03 mp","3,37 mp","43,40 mp","48,25 mp",7,,23,Etaj 1,Disponibil
Apartament 1 cameră Oxford tip 3,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"40,03 mp","3,37 mp","43,40 mp","48,25 mp",7,,37,Etaj 2,Rezervat
Apartament 1 cameră Oxford tip 3,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"40,03 mp","3,37 mp","43,40 mp","48,25 mp",7,,38,Etaj 2,Disponibil
Apartament 1 cameră Oxford tip 3,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"40,03 mp","3,37 mp","43,40 mp","48,25 mp",7,,52,Etaj 3,Disponibil
Apartament 1 cameră Oxford tip 3,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"40,03 mp","3,37 mp","43,40 mp","48,25 mp",7,,53,Etaj 3,Disponibil
Apartament 1 cameră Oxford tip 3,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"40,03 mp","3,37 mp","43,40 mp","48,25 mp",8,,22,Etaj 1,Disponibil
Apartament 1 cameră Oxford tip 3,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"40,03 mp","3,37 mp","43,40 mp","48,25 mp",8,,23,Etaj 1,Disponibil
Apartament 1 cameră Oxford tip 3,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"40,03 mp","3,37 mp","43,40 mp","48,25 mp",8,,37,Etaj 2,Disponibil
Apartament 1 cameră Oxford tip 3,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"40,03 mp","3,37 mp","43,40 mp","48,25 mp",8,,38,Etaj 2,Disponibil
Apartament 1 cameră Oxford tip 3,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"40,03 mp","3,37 mp","43,40 mp","48,25 mp",8,,52,Etaj 3,Disponibil
Apartament 1 cameră Oxford tip 3,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"40,03 mp","3,37 mp","43,40 mp","48,25 mp",8,,53,Etaj 3,Disponibil
Apartament 1 cameră Oxford tip 3,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"40,03 mp","3,37 mp","43,40 mp","48,25 mp",9,,22,Etaj 1,Disponibil
Apartament 1 cameră Oxford tip 3,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"40,03 mp","3,37 mp","43,40 mp","48,25 mp",9,,23,Etaj 1,Disponibil
Apartament 1 cameră Oxford tip 3,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"40,03 mp","3,37 mp","43,40 mp","48,25 mp",9,,37,Etaj 2,Disponibil
Apartament 1 cameră Oxford tip 3,N/A,N/A,N/A,"4,90 mp","5,64 mp",N/A,"40,03 mp","3,37 mp","43,40 mp","48,25 mp",9,,38,Etaj 2,Disponibil
